1641310490.1659145, 49.634571979, 8.631460065, 154.5340
1641310491.1270623, 49.634576611, 8.631468887, 153.7056
1641310492.154745, 49.634575394, 8.631469433, 153.2840
1641310493.114794, 49.634578946, 8.631472432, 153.3804
1641310494.1495128, 49.634580284, 8.631473433, 153.0826
1641310495.1059966, 49.634582002, 8.631474262, 152.9720
1641310496.1436162, 49.634583182, 8.631474079, 152.9000
1641310497.1077218, 49.634584086, 8.631473955, 152.8205
1641310498.1522207, 49.634584669, 8.631474006, 152.7540
1641310499.0970504, 49.634585065, 8.631474246, 152.6785
1641310500.152117, 49.634585520, 8.631474430, 152.5644
1641310501.1086495, 49.634586105, 8.631474749, 152.4521
1641310502.1434693, 49.634586605, 8.631474877, 152.3670
1641310503.1055741, 49.634587041, 8.631475191, 152.3101
1641310504.149627, 49.634587557, 8.631475477, 152.2391
1641310505.0948172, 49.634587853, 8.631475870, 152.2036
1641310506.15728, 49.634588160, 8.631475950, 152.1782
1641310507.1123781, 49.634588438, 8.631476244, 152.1425
1641310508.1442573, 49.634588751, 8.631476543, 152.1103
1641310509.1009042, 49.634589100, 8.631476883, 152.0802
1641310510.1029522, 49.634589367, 8.631477186, 152.0720
1641310511.115004, 49.634589578, 8.631477533, 152.0634
1641310512.1117837, 49.634589715, 8.631477805, 152.0529
1641310513.093524, 49.634589837, 8.631478091, 152.0309
1641310514.096065, 49.634590025, 8.631478422, 152.0080
1641310515.1026218, 49.634590173, 8.631478795, 151.9875
1641310516.1061914, 49.634590354, 8.631479104, 151.9749
1641310517.0809038, 49.634590506, 8.631479356, 151.9534
1641310518.1297617, 49.634590635, 8.631479502, 151.9463
1641310519.0880747, 49.634590848, 8.631479663, 151.9064
1641310520.0969589, 49.634591090, 8.631479889, 151.8538
1641310521.0909705, 49.634591203, 8.631479725, 151.8156
1641310522.0874047, 49.634591236, 8.631479448, 151.7807
1641310523.0899904, 49.634591324, 8.631479206, 151.7419
1641310524.1192725, 49.634591496, 8.631478936, 151.7174
1641310525.1065717, 49.634591620, 8.631478705, 151.7129
1641310526.0982425, 49.634591807, 8.631478548, 151.7015
1641310527.1004055, 49.634591992, 8.631478444, 151.6823
1641310528.0991783, 49.634592094, 8.631478215, 151.6799
1641310529.1041803, 49.634592224, 8.631478090, 151.6773
1641310530.1243167, 49.634592290, 8.631477927, 151.6809
1641310531.0901568, 49.634592276, 8.631477754, 151.6977
1641310532.0909262, 49.634592313, 8.631477530, 151.7224
1641310533.098546, 49.634592333, 8.631477420, 151.7533
1641310534.1191075, 49.634592344, 8.631477331, 151.7757
1641310535.1018074, 49.634592323, 8.631477182, 151.8092
1641310536.1055365, 49.634592275, 8.631477090, 151.8092
1641310537.1006448, 49.634592177, 8.631476989, 151.8296
1641310538.1013122, 49.634592096, 8.631476895, 151.8380
1641310539.1020958, 49.634591955, 8.631476761, 151.8526
1641310540.115713, 49.634591834, 8.631476683, 151.8730
1641310541.1019228, 49.634591688, 8.631476480, 151.8824
1641310542.1266088, 49.634591531, 8.631476343, 151.8948
1641310543.117206, 49.634591485, 8.631476363, 151.8847
1641310544.1023989, 49.634591461, 8.631476407, 151.8654
1641310545.1035728, 49.634591469, 8.631476487, 151.8455
1641310546.1016567, 49.634591423, 8.631476561, 151.8287
1641310547.0948787, 49.634591354, 8.631476658, 151.8050
1641310548.119679, 49.634591326, 8.631476748, 151.7822
1641310549.0960305, 49.634591363, 8.631476925, 151.7477
1641312321.0836546, 49.634600978, 8.631464578, 151.5765
1641312322.125644, 49.634601511, 8.631465024, 151.4794
1641312323.0826025, 49.634601958, 8.631465528, 151.3616
1641312324.1387908, 49.634602302, 8.631466007, 151.2610
1641312325.082478, 49.634602713, 8.631466745, 151.1278
1641312326.117535, 49.634602999, 8.631467402, 151.0264
1641312327.085279, 49.634603250, 8.631468092, 150.9209
1641312328.144788, 49.634603577, 8.631468881, 150.8296
1641312329.0769892, 49.634603941, 8.631469541, 150.7490
1641312330.085794, 49.634604372, 8.631470334, 150.6568
1641312331.0802288, 49.634604787, 8.631471351, 150.5211
1641312332.0769167, 49.634605095, 8.631472184, 150.4205
1641312333.074382, 49.634605416, 8.631473028, 150.3539
1641312334.0782495, 49.634605666, 8.631473817, 150.2936
1641312335.0878189, 49.634605852, 8.631474599, 150.2443
1641312336.0831678, 49.634605950, 8.631475223, 150.2081
1641312337.0835028, 49.634606057, 8.631475846, 150.1720
1641312338.1010506, 49.634606081, 8.631476379, 150.1521
1641312339.0952704, 49.634606095, 8.631476871, 150.1236
1641312340.0782988, 49.634606125, 8.631477378, 150.0803
1641312341.0861325, 49.634606126, 8.631477957, 150.0353
1641312342.0890746, 49.634606228, 8.631478533, 150.0023
1641312343.0838816, 49.634606350, 8.631479057, 149.9629
1641312344.0877411, 49.634606475, 8.631479508, 149.9211
1641312345.0838559, 49.634606471, 8.631479843, 149.9162
1641312346.0865617, 49.634606573, 8.631480205, 149.8950
1641312347.0843337, 49.634606676, 8.631480602, 149.8907
1641312348.1022873, 49.634606742, 8.631480882, 149.8916
1641312349.0823765, 49.634606796, 8.631481185, 149.8966
1641312350.0840542, 49.634606763, 8.631481422, 149.9218
1641312351.093136, 49.634606753, 8.631481624, 149.9477
1641312352.0740745, 49.634606784, 8.631481882, 149.9448
1641312353.0859635, 49.634606787, 8.631482077, 149.9546
1641312354.1057868, 49.634606726, 8.631482204, 149.9640
1641312355.0899832, 49.634606510, 8.631482229, 150.0014
1641312356.0814219, 49.634606297, 8.631482229, 150.0474
1641312357.088702, 49.634606104, 8.631482211, 150.0917
